{'cname': '鑫启元（北京）建筑工程有限公司', 'corcode': '91110116MAC3M7A049', 'cid': '002212312027452284'}
{'cname': '北京中成华信电力通信工程技术有限公司', 'corcode': '91110106399565598L', 'cid': '002105291240482728'}
{'cname': '北京倍佳伲照明工程有限公司', 'corcode': '91110106699593769T', 'cid': '002105291240493257'}
{'cname': '中交装配式建筑科技有限公司', 'corcode': '91110112MA01HK5W9P', 'cid': '002105291306886338'}
{'cname': '北京鑫淼装饰工程有限公司', 'corcode': '911101057899943553', 'cid': '002105291306886343'}
{'cname': '北京嘉悦天盛建设工程有限公司', 'corcode': '91110109MA01U3DN0J', 'cid': '002105291306886344'}
{'cname': '北京中城永顺建筑工程有限公司', 'corcode': '91110109MA01MEP723', 'cid': '002105291305873022'}
{'cname': '北京广源泰达建筑工程有限责任公司', 'corcode': '91110113MA01PM2X7W', 'cid': '002105291305873030'}
{'cname': '北京凤鸣腾达机械工程有限公司', 'corcode': '91110113MA019F219E', 'cid': '002105291305873039'}
{'cname': '北京中民智诚科技有限公司', 'corcode': '91110111MA01METJ6P', 'cid': '002105291305873041'}
{'cname': '华德永创（北京）建筑工程有限公司', 'corcode': '91110109MA01U13DXU', 'cid': '002105291306890628'}
{'cname': '北京莅盛恒通电力工程有限公司', 'corcode': '91110117MA008R6F5Y', 'cid': '002105291306883314'}
{'cname': '北京大有时代装饰设计有限公司', 'corcode': '9111011357905156XP', 'cid': '002105291306882281'}
{'cname': '北京兴坤建筑有限公司', 'corcode': '91110114MA01GTAF0J', 'cid': '002105291306882282'}
{'cname': '中路高科交通检测检验认证有限公司', 'corcode': '91110108MA00BB3P0P', 'cid': '002105291306890980'}
{'cname': '中腾兴达（北京）建筑有限公司', 'corcode': '91110109MA01LCUN49', 'cid': '002105291305875132'}
{'cname': '北京鹏创建筑工程有限公司', 'corcode': '91110111MA01U92M96', 'cid': '002105291306890632'}
{'cname': '北京先锋锐创环境技术有限公司', 'corcode': '91110108MA00EF2Y5W', 'cid': '002105291306890633'}
{'cname': '北京宏丰世纪建筑装饰工程有限公司', 'corcode': '91110113MA00GC2W1F', 'cid': '002105291241615623'}
{'cname': '中网国金集团有限公司', 'corcode': '911100007001412694', 'cid': '002105291241606909'}
{'cname': '北京中瑞恒安设备安装有限公司', 'corcode': '91110112MA002G7N41', 'cid': '002105291241614417'}
{'cname': '北京简美寰球建筑工程有限公司', 'corcode': '91110113MA01AY232Y', 'cid': '002105291241606771'}
{'cname': '北京日盛鸿达建筑工程有限公司', 'corcode': '91110304MA018KRE27', 'cid': '002105291241606782'}
{'cname': '国电建业（北京）建设工程有限公司', 'corcode': '911101060741835595', 'cid': '002105291241606783'}
{'cname': '北京友源建设发展有限公司', 'corcode': '91110109MA017C6Y5Q', 'cid': '002105291241614771'}
{'cname': '北京宏润建安建设有限公司', 'corcode': '91110109MA01BB8W0A', 'cid': '002105291241614783'}
{'cname': '北京国华新兴节能环保科技有限公司', 'corcode': '91110106663726865D', 'cid': '002105291241614822'}
{'cname': '中联远大（北京）建设有限公司', 'corcode': '91110109MA01EB4H9B', 'cid': '002105291241614825'}
{'cname': '北京时代桃源环境科技股份有限公司', 'corcode': '91110108764240952E', 'cid': '002105291241614751'}
{'cname': '北京市第五建业建筑工程有限公司', 'corcode': '911101066337605017', 'cid': '002105291241614752'}
{'cname': '北京金申林艺建筑工程有限公司', 'corcode': '911101093180587558', 'cid': '002105291241614754'}
{'cname': '北京中鼎立天建设工程有限公司', 'corcode': '9111010605142556X5', 'cid': '002105291241606096'}
{'cname': '北京钓鱼台装饰工程有限公司', 'corcode': '91110108700232996G', 'cid': '002105291241606097'}
{'cname': '北京通途路桥养护工程有限公司', 'corcode': '91110117MA7J6EEW91', 'cid': '002203312009294599'}
{'cname': '北京盛世丰华建筑有限公司', 'corcode': '91110117MA7FEX6G9R', 'cid': '002203312009294601'}
{'cname': '北京京询工程咨询有限公司', 'corcode': '91110109MA7K6TCY4Y', 'cid': '002204022010296623'}
{'cname': '中科敏瑞（北京）建设工程有限公司', 'corcode': '91110109MA7H02Y58N', 'cid': '002204092017299775'}
{'cname': '中能海裕（北京）建筑有限公司', 'corcode': '91110109MA7G0P4N6K', 'cid': '002204092017299776'}
{'cname': '北京嘉瑞立亚建设有限公司', 'corcode': '91110117MA02A2PE2K', 'cid': '002203122007284359'}
{'cname': '北京中鸿瑞安科技有限公司', 'corcode': '91110115MA7F4AA49G', 'cid': '002204202010305463'}
{'cname': '北京恒坤兴业建筑工程有限公司', 'corcode': '91110109MA7GA1538A', 'cid': '002203012018278502'}
{'cname': '中鸿博业建设有限公司', 'corcode': '91110111MA02A41W2W', 'cid': '002204132020301268'}
{'cname': '中茂宸工建设有限公司', 'corcode': '91110111MA02A42150', 'cid': '002204132020301269'}
{'cname': '北京航天神沐科技发展有限公司', 'corcode': '91110108758243970N', 'cid': '002204132020301270'}
{'cname': '北京兴瑞合生态科技有限公司', 'corcode': '91110112781746779D', 'cid': '002204132020301263'}
{'cname': '北京平安天宇消防工程有限公司', 'corcode': '91110304MA01DRAF9T', 'cid': '002204132020301273'}
{'cname': '北京点巨安防工程有限公司', 'corcode': '91110101306393206A', 'cid': '002204132020301264'}
{'cname': '北京江东誉安建设有限公司', 'corcode': '91110111MA7GTJH106', 'cid': '002204132020301265'}
{'cname': '北京兴庞建筑装饰工程有限公司', 'corcode': '91110115MA7DUWQ67T', 'cid': '002202151502273073'}
{'cname': '北京倍斯特建筑工程有限责任公司', 'corcode': '91110115MA001KEG75', 'cid': '002203052006281106'}
{'cname': '北京中软国际信息技术有限公司', 'corcode': '9111010871774535X9', 'cid': '002202212018274900'}
{'cname': '北京博能科技股份有限公司', 'corcode': '91110108780964686N', 'cid': '002202212018274901'}
{'cname': '中联众科建设工程有限公司', 'corcode': '91110115MA009N4E94', 'cid': '002202212018274902'}
{'cname': '北京洞建工程科技有限公司', 'corcode': '91110115MA04D0RK7L', 'cid': '002202151457272748'}
{'cname': '北京承誉建筑有限公司', 'corcode': '91110109MA7E4N3Q9U', 'cid': '002202222019275520'}
{'cname': '北京博峰消防技术有限公司', 'corcode': '91110113080495495J', 'cid': '002201262018265923'}
{'cname': '北京康顺通工程监理有限公司', 'corcode': '91110114MA7GF67W9L', 'cid': '002201222018264183'}
{'cname': '北京永顺昌建筑工程有限公司', 'corcode': '91110114MA7CW2DC1T', 'cid': '002201262018265925'}
{'cname': '中铁旸谷（北京）智慧科技产业有限公司', 'corcode': '91110106MA01K6N42M', 'cid': '002201061917252336'}
{'cname': '图林科技（北京）有限责任公司', 'corcode': '91110109MA01CTRR5B', 'cid': '002201262018265934'}
{'cname': '北京启辰数智建设工程有限公司', 'corcode': '91110109MA7DW4YN1F', 'cid': '002202212018274919'}
{'cname': '北京弘建基业装饰工程有限公司', 'corcode': '91110109MA0195UK5H', 'cid': '002202172020273948'}
{'cname': '智慧中诚（北京）数据科技有限公司', 'corcode': '91110113MA01LN750T', 'cid': '002202172020273949'}
{'cname': '北京摩天工程建设监理有限公司', 'corcode': '91110116802610855A', 'cid': '002105291241615233'}
{'cname': '北京美景东方喷泉水景设备有限公司', 'corcode': '911101157533036471', 'cid': '002105291241606132'}
{'cname': '栋梁国际照明设计（北京）中心有限公司', 'corcode': '91110108782522726T', 'cid': '002105291241605732'}
{'cname': '北京筑美汇装饰工程有限公司', 'corcode': '91110116MA01E0D824', 'cid': '002105291241615114'}
{'cname': '鲁匠亭阁家居装饰（集团）有限公司', 'corcode': '91110228MA00G5DC9G', 'cid': '002105291241615115'}
{'cname': '北京天诚同创电气有限公司', 'corcode': '91110302682855128U', 'cid': '002105291241615123'}
{'cname': '莱博德燃（北京）科技有限公司', 'corcode': '91110109MA01BC3850', 'cid': '002105291241615124'}
{'cname': '北京大为诚建设发展有限公司', 'corcode': '91110228MA01D2X8XT', 'cid': '002105291241615125'}
{'cname': '北京京能东方建设工程有限公司', 'corcode': '91110109MA01CN5U3Q', 'cid': '002105291241615131'}
{'cname': '北京京宇环城建设工程有限公司', 'corcode': '911101085695137597', 'cid': '002105291241615132'}
{'cname': '北京筑辉建筑工程有限公司', 'corcode': '91110113MA006GFF1B', 'cid': '002105291241615133'}
{'cname': '北京华阳恒通国际会展服务有限公司', 'corcode': '91110117690846299E', 'cid': '002105291241615140'}
{'cname': '北京云海建辉建设工程有限公司', 'corcode': '91110109MA01DCT30D', 'cid': '002105291241615144'}
{'cname': '北京德瑞诚科技工程有限公司', 'corcode': '91110112MA01B9LT3H', 'cid': '002105291241610395'}
{'cname': '北京家宜居建筑工程有限公司', 'corcode': '91110116MA01BYY158', 'cid': '002105291241610396'}
{'cname': '北京赋盛工程有限公司', 'corcode': '91110117MA7EWCQ3XF', 'cid': '002211152021428353'}
{'cname': '北京赢励天下科技有限公司', 'corcode': '91110117MABLJ5R13T', 'cid': '002211152021428354'}
{'cname': '北京丽卜亚建筑装饰工程有限公司', 'corcode': '91110117MA7F76U17Y', 'cid': '002211152021428355'}
{'cname': '北京卓运世环科技有限公司', 'corcode': '91110117MA7N7YW13P', 'cid': '002211152021428357'}
{'cname': '北京泽瀚建筑工程有限公司', 'corcode': '91110117MABN4HHH3D', 'cid': '002211152021428358'}
{'cname': '北京绿而美建筑装饰工程有限公司', 'corcode': '91110117MABUR5419E', 'cid': '002211152021428359'}
{'cname': '北京珑庭建筑工程有限公司', 'corcode': '91110117MABWF7PT35', 'cid': '002211152021428360'}
{'cname': '中言建邦（北京）建筑工程有限公司', 'corcode': '91110117MABXENAD6E', 'cid': '002211152021428361'}
{'cname': '北京嘉盛鑫峰科技有限公司', 'corcode': '91110117MABXK2UX29', 'cid': '002211152021428363'}
{'cname': '北京兴业诚达建设有限公司', 'corcode': '91110116MAC13KJNX1', 'cid': '002211252216435214'}
{'cname': '北京禄钰建筑工程有限公司', 'corcode': '91110117MABY30XL60', 'cid': '002211152021428386'}
{'cname': '北京科誉德汇建筑工程有限公司', 'corcode': '91110117MABY33WP0G', 'cid': '002211152021428387'}
{'cname': '中新共维（北京）建设有限公司', 'corcode': '91110117MABUTDJ68H', 'cid': '002211082026424154'}
{'cname': '北京北矿智能科技有限公司', 'corcode': '91110102MA01KXN38K', 'cid': '002211082026424156'}
{'cname': '北京琪琳电子科技有限公司', 'corcode': '911101090989046215', 'cid': '002211162019429240'}
{'cname': '北京京茂昌府建筑工程有限公司', 'corcode': '91110117MA04FD497D', 'cid': '002207022011344548'}
{'cname': '北京艺墅建筑设计有限公司', 'corcode': '91110109MA0213L73D', 'cid': '002207202013356477'}
{'cname': '北京中浩海建设有限公司', 'corcode': '91110106MA7ND0BR2L', 'cid': '002209082016386528'}
{'cname': '国基顺安（北京）建筑工程有限公司', 'corcode': '91110109MA7MH7AC3Y', 'cid': '002207282014360227'}
{'cname': '北京友联信达科技有限公司', 'corcode': '91110115MA7HHUQG6P', 'cid': '002207162014354105'}
{'cname': '华世群富（北京）建筑工程有限公司', 'corcode': '91110114MABM0E2J3N', 'cid': '002207162014354106'}
{'cname': '力升设制（北京）装饰有限公司', 'corcode': '91110116MA01P91K9P', 'cid': '002207162014354107'}
{'cname': '北京捷尔建筑装饰工程有限公司', 'corcode': '91110117MA7MMUPF3X', 'cid': '002207022011344571'}
{'cname': '国龙瑞通（北京）建筑工程有限公司', 'corcode': '91110117MA7FC7TL4H', 'cid': '002207022011344572'}
{'cname': '北京和欣运达科技有限公司', 'corcode': '91110114688369286G', 'cid': '002207292017360756'}
{'cname': '东煜同创（北京）建筑科技有限公司', 'corcode': '91110107MABN6JQ833', 'cid': '002207092013349390'}
{'cname': '中立国豪建设（北京）有限公司', 'corcode': '91110117MABLTDF567', 'cid': '002207022011344554'}
{'cname': '博洪（北京）建设有限公司', 'corcode': '91110117MA7GUQ0A0Q', 'cid': '002207022011344555'}
{'cname': '北京哲远建设工程有限公司', 'corcode': '91110117MA7N4NEUXJ', 'cid': '002207022011344557'}
{'cname': '中青恒云建设工程（北京）有限公司', 'corcode': '91110117MA7MBRPA40', 'cid': '002207022011344573'}
{'cname': '北京四通建设工程总公司', 'corcode': '91110113102486283N', 'cid': '002105291240485410'}
{'cname': '北京博海擎天建筑工程有限公司', 'corcode': '911101156723920786', 'cid': '002105291240464450'}
{'cname': '青旅建筑工程（北京）有限公司', 'corcode': '91110109556861586F', 'cid': '002105291239454179'}
{'cname': '北京力博明科技发展有限公司', 'corcode': '91110114765007116K', 'cid': '002105291239454180'}
{'cname': '中磐信业建设工程有限公司', 'corcode': '91110108690805702L', 'cid': '002105291240464451'}
{'cname': '中经建安建设工程（北京）有限公司', 'corcode': '911101086996047639', 'cid': '002105291239454513'}
{'cname': '北京市振兴源彩钢房屋有限公司', 'corcode': '9111011210241575XL', 'cid': '002105291240462856'}
{'cname': '北京万盛顺达电气安装工程有限责任公司', 'corcode': '91110115774705434E', 'cid': '002105291240462857'}
{'cname': '北京市铁鑫道桥工程有限公司', 'corcode': '91110108783985984T', 'cid': '002105291240462858'}
{'cname': '北京予金龙建筑装饰有限公司', 'corcode': '9111011574613868X0', 'cid': '002105291240462859'}
{'cname': '中网国际电力（北京）有限公司', 'corcode': '911101136900274024', 'cid': '002105291240462860'}
{'cname': '北京昊天机电设备安装工程有限公司', 'corcode': '91110115740423703K', 'cid': '002105291240462861'}
{'cname': '北京莱茵意德门窗有限公司', 'corcode': '91110114567423047N', 'cid': '002105291240464253'}
{'cname': '北京本色电气安装有限公司', 'corcode': '91110114585883434K', 'cid': '002105291240462862'}
{'cname': '北京金色伟业建设有限公司', 'corcode': '91110111664602880E', 'cid': '002105291240462863'}
{'cname': '北京博锐通电力工程有限公司', 'corcode': '91110115351586859J', 'cid': '002105291259836149'}
{'cname': '北京铖峰建筑工程有限公司', 'corcode': '91110113MA01Q7YR67', 'cid': '002105291259836150'}
{'cname': '北京西山天成建筑工程有限公司', 'corcode': '91110109MA00DB5BXE', 'cid': '002105291259836154'}
{'cname': '北京建海建筑工程有限公司', 'corcode': '91110106569474657H', 'cid': '002105291305875257'}
{'cname': '北京宏建伟业建设集团有限公司', 'corcode': '91110115318074739T', 'cid': '002105291305875258'}
{'cname': '北京城建天宁科技发展有限公司', 'corcode': '911101051018724653', 'cid': '002105291305875259'}
{'cname': '北京兴硕建华工程管理咨询有限公司', 'corcode': '91110116MA00CME28U', 'cid': '002105291259836158'}
{'cname': '北京景泓建筑工程有限公司', 'corcode': '91110111MA01R2DR47', 'cid': '002105291259836168'}
{'cname': '北京青龙明亮市政工程有限公司', 'corcode': '91110109MA01TD6W1L', 'cid': '002105291305853883'}
{'cname': '北京凯达威尔热力科技有限公司', 'corcode': '91110115770415106P', 'cid': '002105291305853885'}
{'cname': '北京金越天成市政工程有限公司', 'corcode': '91110111MA00H41904', 'cid': '002105291305853886'}
