{'cname': '北京中天远建筑工程有限公司', 'corcode': '91110109MA019HWA91', 'cid': '002105291241581606'}
{'cname': '北京航天通安电子技术有限公司', 'corcode': '91110114102671008A', 'cid': '002105291240511536'}
{'cname': '北京鑫源盛通建筑劳务有限公司', 'corcode': '91110111MA0072HX9K', 'cid': '002105291240511544'}
{'cname': '北京砚博山空气净化工程技术有限公司', 'corcode': '9111030268691907XM', 'cid': '002105291240511545'}
{'cname': '北京兴龙伟业彩钢钢结构有限公司', 'corcode': '911101057629532972', 'cid': '002105291240495559'}
{'cname': '北京中润宏通建筑工程有限公司', 'corcode': '91110117357957702E', 'cid': '002105291240495560'}
{'cname': '北京澄通光电股份有限公司', 'corcode': '91110113754684920G', 'cid': '002105291240495561'}
{'cname': '北京益尔欣科技发展有限公司', 'corcode': '911101057985171476', 'cid': '002105291240495562'}
{'cname': '北京盛邦新业科技有限公司', 'corcode': '911101136662566350', 'cid': '002105291240495563'}
{'cname': '中阳嘉旭（北京）建设有限公司', 'corcode': '91110109MA7EAM437W', 'cid': '002202151502272981'}
{'cname': '北京海亿建设工程有限公司', 'corcode': '91110115MA7FDA9T6X', 'cid': '002204272009309422'}
{'cname': '北京市新天得力国际工程监理有限公司', 'corcode': '91110108696384822B', 'cid': '002204262010309097'}
{'cname': '北京徽派尚品建筑装饰工程有限公司', 'corcode': '91110117397828745H', 'cid': '002204132020301364'}
{'cname': '北京祥瑞昌盛建筑工程有限公司', 'corcode': '91110117MA04EN3H8C', 'cid': '002204032016296937'}
{'cname': '北京兴宇轩建筑工程有限公司', 'corcode': '91110117MA04ENQN39', 'cid': '002204032016296941'}
{'cname': '北京中垠工程有限公司', 'corcode': '91110117MA7EBH8XX0', 'cid': '002204092017299585'}
{'cname': '北京创美恒业工程有限公司', 'corcode': '91110117MA7FRWCY2J', 'cid': '002204092017299586'}
{'cname': '北京华顺智建建筑工程有限公司', 'corcode': '91110109MA01RL2U0L', 'cid': '002204202010305288'}
{'cname': '北京盛锐汇利幕墙科技有限公司', 'corcode': '91110114MA01YM7F0R', 'cid': '002201312017269167'}
{'cname': '北京中晟昊天装饰工程有限公司', 'corcode': '91110117MA7FG19Q3M', 'cid': '002204092017299592'}
{'cname': '北京鸿科伟业环保科技有限公司', 'corcode': '91110117MA04FF4RXG', 'cid': '002204092017299594'}
{'cname': '北京中盛天艺装饰工程有限公司', 'corcode': '91110117MA7G6J8K3T', 'cid': '002204092017299595'}
{'cname': '北京万嘉恒泰装饰工程有限公司', 'corcode': '91110117MA7FCCHT72', 'cid': '002204092017299596'}
{'cname': '北京中创海投建设有限公司', 'corcode': '91110117MA04DTQB6C', 'cid': '002204092017299597'}
{'cname': '北京城拓建筑工程有限公司', 'corcode': '91110109MA01PXQ42H', 'cid': '002105291255768369'}
{'cname': '北京京创华盛建设有限公司', 'corcode': '91110111MA01R1AH0A', 'cid': '002105291258798512'}
{'cname': '北京永程建筑劳务有限公司', 'corcode': '91110111MA01QPFY1E', 'cid': '002105291258800253'}
{'cname': '北京远大合信建筑工程有限公司', 'corcode': '91110111592364106L', 'cid': '002105291258801636'}
{'cname': '北京市金汤伟业建筑工程有限公司', 'corcode': '91110111747527302T', 'cid': '002105291258800964'}
{'cname': '中恒祥龙（北京）网络科技有限公司', 'corcode': '91110228397103680X', 'cid': '002105291254764889'}
{'cname': '北京中兴展讯智能科技有限公司', 'corcode': '91110116MA01BQRX0X', 'cid': '002105291254764890'}
{'cname': '北京润田鸿业建筑工程有限公司', 'corcode': '91110109MA01PBNHX5', 'cid': '002105291254764891'}
{'cname': '北京援筑建筑工程有限公司', 'corcode': '91110228MA01Q0TQ7W', 'cid': '002105291258789670'}
{'cname': '北京建鑫致勇建筑装饰工程有限公司', 'corcode': '91110228MA01HH0T4N', 'cid': '002105291258789673'}
{'cname': '北京源和市政工程有限公司', 'corcode': '91110228MA0057855R', 'cid': '002105291258789681'}
{'cname': '中国航天时代电子有限公司', 'corcode': '91110000102069527R', 'cid': '002105291258789682'}
{'cname': '北京英沣特能源技术有限公司', 'corcode': '91110108665642227N', 'cid': '002105291258789684'}
{'cname': '北京华豫晨祥科技有限公司', 'corcode': '91110116MA008H0P1G', 'cid': '002105291258803399'}
{'cname': '北京志尚建筑劳务有限公司', 'corcode': '91110116MA01MF2P64', 'cid': '002105291258803404'}
{'cname': '北京市欣思达室内设计有限责任公司', 'corcode': '91110102101448488W', 'cid': '002105291240482341'}
{'cname': '北京恒江伟业基础工程有限公司', 'corcode': '91110115743329149K', 'cid': '002105291240482343'}
{'cname': '北京北方西林幕墙工程有限公司', 'corcode': '911101067226772402', 'cid': '002105291240482344'}
{'cname': '北京东亿融市政工程有限公司', 'corcode': '911101177003311268', 'cid': '002105291240482345'}
{'cname': '北京业德大阳不锈钢装饰工程有限公司', 'corcode': '91110115756748772A', 'cid': '002105291240482347'}
{'cname': '北京鹏泰嘉装饰有限公司', 'corcode': '91110114802663674D', 'cid': '002105291240482348'}
{'cname': '北京大平防水工程有限公司', 'corcode': '91110112758227153N', 'cid': '002105291240482350'}
{'cname': '北京恒诚建筑装饰工程中心', 'corcode': '91110102700129729Q', 'cid': '002105291240482352'}
{'cname': '圣龙恒基（北京）工程技术有限公司', 'corcode': '91110106790654227J', 'cid': '002105291240482353'}
{'cname': '北京富邦建华装饰有限公司', 'corcode': '911101067855201361', 'cid': '002105291240482354'}
{'cname': '北京怀建集团有限公司', 'corcode': '911100001025817909', 'cid': '002105291240492918'}
{'cname': '北京华源伟业建筑工程有限公司', 'corcode': '911101096669289214', 'cid': '002105291240493249'}
{'cname': '北京金鼎轩装饰工程有限公司', 'corcode': '911101137614083938', 'cid': '002105291240493250'}
{'cname': '北京市海淀区信达电讯安装公司', 'corcode': '91110108101879472Q', 'cid': '002105291240493251'}
{'cname': '北京坤腾世纪科技有限公司', 'corcode': '91110108745497576N', 'cid': '002105291240493252'}
{'cname': '北京晟峰朗益装饰工程有限公司', 'corcode': '91110105067317002U', 'cid': '002202151502273049'}
{'cname': '北京远大鼎盛建筑工程有限公司', 'corcode': '91110114MA04GN6GXH', 'cid': '002112261919245003'}
{'cname': '北京健明建筑工程有限公司', 'corcode': '91110113MA01FW680W', 'cid': '002112261919245004'}
{'cname': '中成天恒（北京）科技有限公司', 'corcode': '91110106MA0218WY8T', 'cid': '002112261919245005'}
{'cname': '中海新科（北京）工程有限公司', 'corcode': '91110109MA01YCE64C', 'cid': '002112261919245007'}
{'cname': '北京亦庄安捷物联科技有限公司', 'corcode': '91110302MA01PNWQ3J', 'cid': '002112261919245017'}
{'cname': '北京中创嘉和建设有限公司', 'corcode': '91110106MA0218LBXT', 'cid': '002112261919245018'}
{'cname': '北京新东正阳电子有限公司', 'corcode': '91110112769924587H', 'cid': '002202151502273031'}
{'cname': '安联工程咨询（北京）有限公司', 'corcode': '911101125891013136', 'cid': '002112271928245545'}
{'cname': '北京中汇达建筑工程有限公司', 'corcode': '91110114MA7FXEQ66Q', 'cid': '002203052006281104'}
{'cname': '北京中苑景观设计有限公司', 'corcode': '91110114MA04FJYL2M', 'cid': '002112271928245548'}
{'cname': '北京成云建设工程有限公司', 'corcode': '91110109MA02MB7Q63', 'cid': '002112271928245550'}
{'cname': '北京力控元通科技有限公司', 'corcode': '91110108573200704A', 'cid': '002201222018264160'}
{'cname': '北京驷马装饰工程有限公司', 'corcode': '91110109MA01R51J09', 'cid': '002201222018264161'}
{'cname': '北京洞建工程科技有限公司', 'corcode': '91110115MA04D0RK7L', 'cid': '002202151457272748'}
{'cname': '北京天辉禹建建筑有限公司', 'corcode': '91110117MA02A31F0Q', 'cid': '002109301907192417'}
{'cname': '中瑞丰华（北京）建设有限公司', 'corcode': '91110117MA04B7K07Y', 'cid': '002111161910218285'}
{'cname': '中征华彩（北京）建筑有限公司', 'corcode': '91110117MA029QH23F', 'cid': '002109301907192418'}
{'cname': '北京华业锦尚建筑装饰工程有限公司', 'corcode': '91110117MA02AJFM0T', 'cid': '002111161910218286'}
{'cname': '硕通格（北京）建筑有限公司', 'corcode': '91110117MA04BREJ9D', 'cid': '002111161910218303'}
{'cname': '北京朗士达通信工程有限公司', 'corcode': '91110228562117585X', 'cid': '002111161910218290'}
{'cname': '国峻建设集团有限公司', 'corcode': '91110117MA0206BX5P', 'cid': '002111161910218291'}
{'cname': '北京瑞和伟业建筑装饰工程有限公司', 'corcode': '91110228MA018EAA5N', 'cid': '002111161910218292'}
{'cname': '中煜基业工程有限公司', 'corcode': '91110115MA04EHW315', 'cid': '002111161910218293'}
{'cname': '北京比邻建筑装饰有限公司', 'corcode': '91110117MA04BQKQ10', 'cid': '002111161910218294'}
{'cname': '北京印筑建设工程有限公司', 'corcode': '911101125732428248', 'cid': '002111121911216168'}
{'cname': '北京世纪永兴展览展示有限公司', 'corcode': '911101137552722740', 'cid': '002111121911216169'}
{'cname': '北京元来建筑装饰集团有限公司', 'corcode': '91110118MA04DBBT9D', 'cid': '002110131908198026'}
{'cname': '北京神龙盛业幕墙工程有限公司', 'corcode': '91110118MA04DBCF0U', 'cid': '002110131908198027'}
{'cname': '北京华道兴科技有限公司', 'corcode': '911101075636091359', 'cid': '002110131908198028'}
{'cname': '北京鑫顺和建筑工程有限公司', 'corcode': '91110109MA7G46AA8K', 'cid': '002205052012311756'}
{'cname': '北京中消众安建设有限公司', 'corcode': '91110109MA04H26J20', 'cid': '002204232009307575'}
{'cname': '和兴汇智（北京）建筑工程有限公司', 'corcode': '91110109MA029QLW4U', 'cid': '002204232009307577'}
{'cname': '北京中科汇盛工程技术有限公司', 'corcode': '91110109MA04H301X7', 'cid': '002204232009307578'}
{'cname': '鑫意安（北京）建筑工程有限公司', 'corcode': '91110109MA04H0WH6R', 'cid': '002204222010306747'}
{'cname': '中富恒远（北京）建筑工程有限公司', 'corcode': '91110109MA04HA203K', 'cid': '002204222010306748'}
{'cname': '中冠兴晟（北京）建筑工程有限公司', 'corcode': '91110109MA7C04757J', 'cid': '002204222010306749'}
{'cname': '盛世宏运（北京）建筑工程有限公司', 'corcode': '91110109MA04GMK13W', 'cid': '002204222010306750'}
{'cname': '北京吉鑫泽建筑工程有限公司', 'corcode': '91110109MA7D0T6M95', 'cid': '002204222010306741'}
{'cname': '北京泉闻科技有限公司', 'corcode': '91110109MA7CMCFU4R', 'cid': '002204222010306742'}
{'cname': '北京中海碧园建设有限公司', 'corcode': '91110109MA7GHJ9KXK', 'cid': '002204142012302049'}
{'cname': '北京硕源智能建筑工程安装有限公司', 'corcode': '91110109MA7F83G15R', 'cid': '002204142012302051'}
{'cname': '北京家和似锦建筑装饰工程有限公司', 'corcode': '91110114MA00ET2C39', 'cid': '002204142012302052'}
{'cname': '北京华建百川环保科技有限公司', 'corcode': '91110116MA04F6GM07', 'cid': '002204142012302054'}
{'cname': '北京泰迪建设工程有限公司', 'corcode': '91110109MA7K27A1XT', 'cid': '002206012011327216'}
{'cname': '北京华信立达电力设备有限公司', 'corcode': '911101013183085824', 'cid': '002111021911209231'}
{'cname': '北京巍稳建筑劳务有限公司', 'corcode': '91110109MA04C9JL35', 'cid': '002111021911209233'}
{'cname': '北京金豪智慧科技有限公司', 'corcode': '91110109MA029QJMXN', 'cid': '002111021911209234'}
{'cname': '华宇德艺（北京）建筑工程有限公司', 'corcode': '91110109MA029T0743', 'cid': '002111021911209235'}
{'cname': '中阳天顺（北京）建设有限公司', 'corcode': '91110109MA01Y5BR8Q', 'cid': '002110211915203003'}
{'cname': '北京璟衡装饰工程有限公司', 'corcode': '91110117MA04CD6K3F', 'cid': '002110291911207576'}
{'cname': '北京盈贝建设工程有限公司', 'corcode': '91110112MA01P00N2L', 'cid': '002111041910211004'}
{'cname': '北京拓昊工程有限公司', 'corcode': '91110109MA02AQND7Q', 'cid': '002109241046189188'}
{'cname': '中汇立新（北京）建设发展有限公司', 'corcode': '91110109MA020A719T', 'cid': '002109241046189189'}
{'cname': '北京金尚装饰工程有限公司', 'corcode': '91110109MA02M40E48', 'cid': '002109241046189190'}
{'cname': '中创圆益（北京）建设有限公司', 'corcode': '91110109MA04B95156', 'cid': '002109241046189191'}
{'cname': '中宇互通（北京）科技有限公司', 'corcode': '91110115MA01DCA21A', 'cid': '002109091915182617'}
{'cname': '北京贝格初意防水工程技术有限公司', 'corcode': '91110117MA021FYQ44', 'cid': '002109091915182618'}
{'cname': '北京华景益嘉建筑装饰工程有限公司', 'corcode': '91110112682899737W', 'cid': '002109101905183556'}
{'cname': '北京恒捷宝通机电工程设备有限公司', 'corcode': '91110113399419654H', 'cid': '002109101905183557'}
{'cname': '北京九晟业建筑工程有限公司', 'corcode': '91110111MA006XHX8U', 'cid': '002105291240528845'}
{'cname': '格润生态科技投资股份有限公司', 'corcode': '911101143552495349', 'cid': '002105291240531120'}
{'cname': '北京中普天华医疗科技有限公司', 'corcode': '91110108059288539H', 'cid': '002105291240531122'}
{'cname': '北京市八角安装公司', 'corcode': '91110107102279495C', 'cid': '002105291240531123'}
{'cname': '北京京首建混凝土搅拌站有限公司', 'corcode': '91110107722612922R', 'cid': '002105291240531124'}
{'cname': '北京福泰建设工程有限公司', 'corcode': '91110116335544958T', 'cid': '002105291240531125'}
{'cname': '北京天征伟业建筑工程有限公司', 'corcode': '91110111306498163P', 'cid': '002105291240531126'}
{'cname': '北京市国栋创业建筑工程有限公司', 'corcode': '911101126976768946', 'cid': '002105291240531127'}
{'cname': '北京三木易和生态环境工程有限公司', 'corcode': '91110113MA0090F79F', 'cid': '002105291240529015'}
{'cname': '北京盈丰园林工程有限公司', 'corcode': '911101166916618009', 'cid': '002105291240529016'}
{'cname': '北京匠者装饰工程有限公司', 'corcode': '91110114MA00ALKL87', 'cid': '002105291240529017'}
{'cname': '北京诚展建设有限公司', 'corcode': '911101120716809987', 'cid': '002105291240529018'}
{'cname': '恒鼎义（北京）市政工程有限公司', 'corcode': '91110109MA00A0CF0R', 'cid': '002105291240529203'}
{'cname': '北京旭日升建筑工程部', 'corcode': '91110113102499906W', 'cid': '002105291240529178'}
{'cname': '北京恒禾筑基建设发展有限公司', 'corcode': '91110114758230854K', 'cid': '002105291240513215'}
{'cname': '北京宏瑞顺达建筑装饰工程有限公司', 'corcode': '9111011659969057XF', 'cid': '002105291248696382'}
{'cname': '北京东方立业建筑工程有限公司', 'corcode': '9111011569771490X1', 'cid': '002105291248697077'}
{'cname': '北京鸿城建业科技有限公司', 'corcode': '91110109MA01HRU72A', 'cid': '002105291248681228'}
{'cname': '北京创高建设工程有限公司', 'corcode': '91110117723561186H', 'cid': '002105291248681566'}
{'cname': '北京华夏源洁水务科技有限公司', 'corcode': '9111010866218980XW', 'cid': '002105291248681567'}
{'cname': '北京富兰防雷工程有限公司', 'corcode': '91110108802939933D', 'cid': '002105291248692170'}
